id,cuisine
19062,cajun_creole
32224,southern_us
11529,spanish
12155,italian
30628,mexican
21909,cajun_creole
14291,french
3323,french
6502,indian
25833,chinese
31108,chinese
47484,jamaican
27396,mexican
48147,italian
10489,cajun_creole
12014,french
4904,italian
36607,indian
12756,chinese
32462,french
42204,indian
246,korean
47061,indian
15908,southern_us
29572,british
13458,italian
14022,mexican
40437,italian
48136,italian
17687,italian
48504,british
22857,mexican
11465,mexican
42107,italian
12514,irish
46339,indian
8383,irish
27362,southern_us
38646,spanish
44084,southern_us
12946,mexican
11670,chinese
34916,mexican
2944,italian
33063,thai
26982,italian
2231,mexican
5118,greek
28258,mexican
44113,southern_us
47328,cajun_creole
33937,mexican
40399,italian
23562,cajun_creole
12787,mexican
13992,southern_us
38992,moroccan
45269,french
15211,mexican
34602,italian
41779,mexican
4179,mexican
37925,southern_us
46161,mexican
5512,japanese
27845,southern_us
12024,spanish
41072,cajun_creole
17911,spanish
4237,french
40442,italian
15522,italian
6804,italian
43807,southern_us
21647,cajun_creole
22758,italian
32551,french
20470,indian
20842,mexican
43018,italian
45493,italian
42442,mexican
14655,mexican
32247,chinese
32302,spanish
42075,italian
19949,mexican
23352,southern_us
48549,southern_us
15053,indian
23490,southern_us
12080,french
41992,cajun_creole
10618,russian
2870,indian
49226,southern_us
10052,jamaican
39400,indian
8410,greek
15752,british
18854,vietnamese
28448,french
27260,italian
1083,indian
21430,indian
46343,spanish
12493,vietnamese
14251,mexican
37764,cajun_creole
3912,southern_us
28477,greek
25100,mexican
44515,italian
36019,mexican
44471,mexican
27855,vietnamese
47538,italian
16954,chinese
5730,moroccan
29892,italian
25581,mexican
43708,italian
49152,indian
40984,indian
13050,french
15031,indian
42841,thai
16325,italian
1866,french
29547,thai
24281,japanese
49183,italian
41136,indian
15790,mexican
23832,italian
4231,mexican
5306,mexican
40103,mexican
45908,korean
34333,japanese
19999,southern_us
9304,italian
11613,mexican
30183,mexican
14480,southern_us
26493,vietnamese
46415,filipino
23012,mexican
2981,mexican
31371,indian
8119,thai
48376,cajun_creole
42957,italian
18688,thai
38876,chinese
11197,japanese
48216,irish
24611,french
16761,italian
47345,jamaican
16477,chinese
31855,mexican
403,korean
48608,italian
1985,jamaican
36249,italian
27201,korean
22141,italian
34166,mexican
4721,mexican
44230,southern_us
21409,french
29986,indian
15401,french
32341,southern_us
46266,mexican
6633,chinese
42713,italian
9117,southern_us
16266,thai
36470,mexican
16164,italian
34712,moroccan
29117,italian
34991,vietnamese
24906,mexican
36954,mexican
29979,filipino
16710,mexican
48056,vietnamese
24035,brazilian
32656,thai
45875,italian
1735,french
35986,korean
45005,indian
46636,spanish
31507,mexican
31348,italian
28362,mexican
33305,korean
36747,italian
39897,italian
27450,french
49579,french
24426,japanese
11507,chinese
6093,italian
49338,indian
11560,japanese
49597,mexican
17865,japanese
5995,cajun_creole
9707,cajun_creole
6888,italian
46148,southern_us
19940,italian
34637,mexican
14214,vietnamese
15805,mexican
34328,mexican
27174,italian
24919,italian
33206,mexican
10745,greek
41550,italian
5008,thai
10685,mexican
15287,mexican
25701,southern_us
31525,mexican
27096,thai
36113,cajun_creole
48480,russian
1944,mexican
26314,cajun_creole
10478,irish
15149,mexican
5024,italian
1676,italian
2869,jamaican
20079,southern_us
8053,indian
6212,italian
13557,greek
9735,mexican
39956,southern_us
21569,cajun_creole
3269,southern_us
4461,spanish
41598,greek
44612,cajun_creole
20150,cajun_creole
7278,thai
35809,southern_us
21612,southern_us
20357,italian
23355,italian
27727,italian
34021,mexican
9970,chinese
36438,thai
12079,southern_us
22380,irish
28065,italian
49690,japanese
48671,spanish
18509,italian
8903,french
23374,french
22475,thai
28418,moroccan
42625,italian
44840,italian
42121,french
2243,cajun_creole
18032,moroccan
19392,cajun_creole
25679,korean
11223,mexican
35867,japanese
33842,jamaican
12676,vietnamese
38377,mexican
344,spanish
11864,cajun_creole
16895,italian
3001,cajun_creole
19195,mexican
3635,italian
23150,french
17502,mexican
16405,italian
34160,indian
34495,italian
18377,cajun_creole
18988,mexican
24880,moroccan
48302,mexican
33358,korean
20732,korean
22094,greek
8638,greek
35556,italian
27248,cajun_creole
15746,french
46404,spanish
23323,french
39018,japanese
23510,chinese
27710,mexican
30540,italian
48945,spanish
37197,korean
27343,french
29349,french
38383,russian
46758,cajun_creole
24859,italian
18292,italian
32450,mexican
35936,filipino
36789,italian
19804,korean
16604,jamaican
585,cajun_creole
29352,mexican
48392,chinese
44324,spanish
5012,greek
19487,italian
17263,chinese
26127,korean
39464,thai
4870,british
16171,british
308,italian
19155,italian
18736,italian
43352,indian
24652,chinese
44181,southern_us
36237,italian
30286,southern_us
4019,irish
20111,chinese
35543,italian
25992,indian
8275,japanese
49613,greek
45149,irish
38610,italian
18111,mexican
35670,mexican
30349,italian
12034,mexican
20729,italian
11458,italian
16423,italian
47404,cajun_creole
43875,southern_us
43513,mexican
21894,italian
9350,filipino
18519,cajun_creole
4651,cajun_creole
14831,japanese
32530,korean
44131,korean
36724,jamaican
20264,southern_us
4994,southern_us
47875,korean
1952,italian
6792,japanese
44853,greek
13807,italian
14303,chinese
27449,italian
20389,southern_us
32028,italian
9758,thai
15295,southern_us
14904,british
9534,cajun_creole
46950,indian
15648,thai
44473,italian
29833,chinese
3015,thai
43675,southern_us
3329,italian
27359,chinese
18163,southern_us
45238,french
2146,british
17194,italian
15864,mexican
6084,italian
44220,indian
1843,cajun_creole
4777,chinese
27182,vietnamese
47648,french
30068,chinese
36696,british
47909,mexican
19016,thai
32683,chinese
224,mexican
2031,irish
26715,italian
23886,brazilian
28724,cajun_creole
46037,spanish
38683,mexican
19328,moroccan
15324,italian
20480,southern_us
43132,japanese
25028,mexican
15859,southern_us
13023,russian
27838,mexican
3661,chinese
35313,mexican
45668,mexican
3070,korean
20607,italian
33560,mexican
43354,indian
19935,brazilian
45795,spanish
42932,indian
42059,mexican
47601,japanese
31240,chinese
5339,french
8192,mexican
4831,vietnamese
9134,italian
49500,southern_us
45456,mexican
47506,thai
43238,indian
43910,italian
36829,indian
2771,southern_us
14712,mexican
37718,spanish
5264,chinese
26273,chinese
48641,cajun_creole
46990,indian
26575,southern_us
43906,indian
30518,french
45950,mexican
15967,russian
25115,chinese
15112,chinese
34860,jamaican
32100,southern_us
11239,moroccan
809,cajun_creole
9212,mexican
34741,indian
29409,mexican
39986,chinese
21487,japanese
36981,russian
19115,french
37110,mexican
36185,irish
26244,italian
18026,italian
36961,southern_us
14384,italian
6039,japanese
31871,vietnamese
35841,mexican
16074,southern_us
39180,cajun_creole
19331,mexican
8658,jamaican
49574,southern_us
25237,italian
6947,thai
5309,mexican
35914,vietnamese
14715,chinese
47994,southern_us
11508,british
41662,filipino
39047,irish
22933,italian
5016,mexican
49449,italian
39029,indian
1721,mexican
41864,italian
17358,mexican
36847,japanese
34812,indian
5486,spanish
2492,cajun_creole
45624,indian
7576,mexican
34773,mexican
16904,indian
4279,brazilian
38068,spanish
7370,southern_us
23586,vietnamese
48790,mexican
26717,italian
32749,mexican
42536,chinese
5372,mexican
37143,french
37244,chinese
27674,indian
778,cajun_creole
14686,southern_us
9274,mexican
37769,italian
12871,chinese
38528,mexican
32968,italian
6275,mexican
4732,chinese
9452,mexican
29194,italian
16627,southern_us
5127,russian
26447,southern_us
11489,vietnamese
23884,mexican
14545,mexican
19620,italian
9771,jamaican
21265,russian
38249,thai
3483,mexican
21262,russian
14605,indian
9448,chinese
15750,french
6413,cajun_creole
17585,vietnamese
10057,french
29462,cajun_creole
18943,korean
22591,greek
32048,spanish
32249,chinese
39578,southern_us
21724,french
27119,french
25094,cajun_creole
41200,italian
33033,italian
21389,chinese
49103,southern_us
12519,mexican
26913,jamaican
12460,cajun_creole
3397,russian
3502,mexican
42877,mexican
249,mexican
46008,chinese
14185,italian
20873,mexican
11722,mexican
24883,indian
3932,mexican
25728,italian
16428,chinese
7887,italian
48364,italian
47197,southern_us
28640,italian
16758,irish
39135,vietnamese
33302,indian
23677,italian
25509,southern_us
35746,spanish
46195,mexican
19788,thai
18888,greek
21153,mexican
44672,thai
48707,chinese
2232,japanese
36081,indian
948,chinese
24512,mexican
24382,italian
40648,indian
48886,indian
21967,cajun_creole
40119,greek
38221,moroccan
49494,italian
17286,indian
10421,brazilian
13088,indian
34348,indian
15405,cajun_creole
15218,italian
40233,french
26098,mexican
17221,mexican
25198,thai
22532,japanese
41563,thai
2554,chinese
38170,mexican
29476,italian
33384,southern_us
5770,indian
5628,italian
44069,filipino
18530,italian
22369,southern_us
9498,chinese
26476,british
29939,southern_us
9336,italian
26377,mexican
18442,british
13470,vietnamese
34689,korean
11016,italian
28985,moroccan
25293,southern_us
569,irish
29992,japanese
20363,italian
6981,indian
30154,moroccan
39960,italian
25975,jamaican
4029,italian
49081,french
7493,moroccan
10393,vietnamese
6915,british
42310,filipino
15612,spanish
23160,italian
37897,southern_us
44731,southern_us
3460,chinese
29855,british
31140,mexican
4481,french
30882,french
511,chinese
1120,italian
42651,italian
18209,southern_us
38368,chinese
31783,indian
37589,italian
17752,italian
37020,italian
19503,indian
2718,chinese
28365,indian
45843,southern_us
4514,greek
4311,vietnamese
41356,mexican
12022,italian
6846,indian
8983,french
47589,mexican
14859,southern_us
20035,cajun_creole
732,southern_us
38568,chinese
10871,italian
42540,mexican
48782,vietnamese
17988,french
8147,indian
32029,southern_us
25598,southern_us
8695,southern_us
11213,mexican
21053,japanese
29154,mexican
33691,cajun_creole
32129,mexican
43787,chinese
40642,brazilian
39782,french
38430,italian
33438,chinese
31602,japanese
17581,filipino
25169,chinese
35755,southern_us
33544,italian
34252,mexican
30764,french
44946,greek
716,japanese
24668,thai
24270,italian
13165,chinese
33758,mexican
3090,japanese
43987,italian
39021,italian
44460,mexican
29876,cajun_creole
17737,filipino
36772,italian
18174,chinese
20924,indian
39098,mexican
32571,french
26957,italian
11363,jamaican
20736,thai
42639,spanish
43350,mexican
15451,italian
45175,cajun_creole
5652,chinese
1569,chinese
39036,cajun_creole
13673,italian
1550,cajun_creole
38553,spanish
38594,british
3220,moroccan
24686,southern_us
10863,korean
46683,italian
5113,japanese
34967,italian
15420,mexican
9607,italian
7190,southern_us
7482,thai
3928,korean
11288,greek
1948,cajun_creole
6590,italian
20275,mexican
14212,chinese
47990,southern_us
36653,chinese
22436,korean
34790,italian
45752,southern_us
19159,vietnamese
14515,italian
27510,brazilian
38699,southern_us
34959,french
7206,greek
2316,japanese
18823,italian
1909,thai
48313,italian
5844,greek
29975,italian
41091,korean
9532,spanish
46569,cajun_creole
10399,moroccan
42934,southern_us
2688,vietnamese
27095,italian
12476,spanish
23070,thai
9837,southern_us
45829,chinese
31887,brazilian
28518,southern_us
47168,japanese
45321,british
20662,thai
9699,indian
41018,chinese
705,indian
42898,southern_us
633,indian
31443,indian
18613,southern_us
19060,italian
17845,korean
1534,filipino
41786,korean
31656,spanish
17330,brazilian
7048,southern_us
7938,vietnamese
46208,mexican
33759,mexican
5526,mexican
26943,cajun_creole
20701,italian
35701,russian
36687,southern_us
21401,japanese
376,french
6980,mexican
39402,mexican
43095,italian
18576,korean
39720,indian
17526,russian
27549,thai
27123,mexican
22979,mexican
46113,chinese
31557,mexican
20414,irish
14487,mexican
24881,southern_us
17955,french
39109,cajun_creole
35576,french
25876,japanese
24669,thai
22261,japanese
832,spanish
29742,greek
21381,indian
34322,italian
7224,vietnamese
17978,chinese
9438,cajun_creole
9458,vietnamese
41045,mexican
34614,mexican
16651,mexican
8230,indian
39372,mexican
39357,southern_us
44341,irish
42052,southern_us
45208,japanese
28626,thai
48345,chinese
37791,italian
15227,thai
24053,mexican
17716,southern_us
6087,vietnamese
28000,moroccan
4320,japanese
21783,filipino
16148,indian
47562,mexican
31541,italian
43574,mexican
45475,greek
16953,jamaican
5239,mexican
4595,southern_us
37279,mexican
33264,italian
30484,italian
9200,vietnamese
7457,russian
42413,mexican
18484,mexican
20985,mexican
29503,british
45242,japanese
46953,mexican
13948,greek
1623,italian
33251,italian
6148,italian
30392,southern_us
144,italian
20602,russian
48085,indian
14896,vietnamese
47518,mexican
29161,italian
39363,southern_us
694,mexican
3887,italian
12671,italian
31117,thai
14714,mexican
29993,mexican
20639,italian
17665,italian
3969,italian
11014,indian
19530,greek
17271,moroccan
30457,italian
22989,mexican
45756,italian
20297,french
10942,indian
35686,cajun_creole
13032,brazilian
7951,italian
20432,thai
17971,cajun_creole
4128,southern_us
7589,cajun_creole
18816,spanish
12650,thai
418,russian
36366,thai
32991,italian
6424,indian
8134,french
39280,southern_us
3091,thai
23382,indian
34090,italian
23320,southern_us
14962,mexican
42047,mexican
44805,filipino
36584,mexican
3016,mexican
6391,thai
38188,indian
1784,vietnamese
18300,italian
3856,italian
41841,indian
16837,southern_us
23687,italian
38118,indian
27801,japanese
17096,vietnamese
20235,italian
13288,indian
26749,chinese
19084,japanese
35200,southern_us
41073,southern_us
28016,greek
18431,southern_us
22228,italian
27456,mexican
325,french
6543,italian
7062,vietnamese
49221,italian
44536,italian
24865,mexican
26543,southern_us
10096,southern_us
38273,southern_us
6710,chinese
49243,chinese
19624,spanish
24435,japanese
14883,indian
22516,indian
587,mexican
40539,italian
11208,thai
18273,french
22762,italian
13300,italian
42245,mexican
14177,brazilian
4184,italian
14277,cajun_creole
41308,thai
34438,british
9805,mexican
38007,italian
23919,mexican
13945,vietnamese
32279,vietnamese
17456,southern_us
47941,indian
32310,southern_us
44442,thai
14163,cajun_creole
27573,moroccan
777,jamaican
44116,mexican
13347,chinese
29348,indian
14219,thai
39983,british
33682,mexican
21443,mexican
47642,indian
1759,chinese
1205,indian
4794,italian
17408,moroccan
34666,mexican
40237,moroccan
13778,mexican
41289,spanish
3560,italian
35830,chinese
11151,italian
12789,french
21166,indian
24716,french
25586,mexican
11046,french
31793,southern_us
28746,indian
7226,thai
30991,mexican
47476,french
30626,filipino
49367,southern_us
35754,irish
4247,brazilian
49423,thai
22295,indian
2749,thai
685,jamaican
30988,italian
46285,thai
40492,mexican
22264,vietnamese
15921,italian
388,mexican
33121,french
35685,thai
4416,indian
17725,italian
39525,mexican
27034,southern_us
28470,mexican
38953,italian
20045,southern_us
12896,italian
39573,southern_us
8838,jamaican
15399,mexican
39439,greek
26837,mexican
41220,thai
35968,mexican
24335,chinese
10983,vietnamese
5516,cajun_creole
38894,indian
11887,mexican
31306,indian
38578,chinese
3561,jamaican
45095,mexican
30969,cajun_creole
14389,irish
29670,italian
40995,mexican
33629,italian
10616,indian
30886,chinese
18995,mexican
31098,cajun_creole
34607,spanish
48989,italian
44542,mexican
47075,french
19228,mexican
2685,mexican
11686,greek
9610,french
30405,thai
43666,british
32892,filipino
44741,vietnamese
6791,mexican
440,french
22693,irish
24328,mexican
13800,chinese
23873,mexican
12767,cajun_creole
5929,mexican
20645,italian
20999,chinese
29995,mexican
35223,italian
22414,thai
23410,japanese
36558,italian
13704,chinese
41952,mexican
46915,russian
47170,indian
2295,irish
46128,french
48349,russian
1482,italian
26589,italian
9418,japanese
31356,mexican
16052,filipino
43594,mexican
29099,japanese
23472,french
34914,japanese
19404,filipino
28299,southern_us
12314,cajun_creole
6047,spanish
37581,italian
12750,italian
17498,italian
7694,chinese
14531,indian
26628,italian
8205,thai
25101,indian
29045,italian
20917,vietnamese
8311,cajun_creole
10213,filipino
15241,japanese
46132,indian
15349,italian
22580,french
47335,chinese
17759,mexican
27633,italian
42313,irish
47272,italian
4553,chinese
15235,cajun_creole
34102,jamaican
21227,italian
9782,french
6913,irish
11944,italian
19035,spanish
9848,mexican
42745,vietnamese
40846,mexican
27618,irish
41067,italian
13555,indian
18063,brazilian
16962,southern_us
8415,jamaican
19041,italian
38889,italian
32528,russian
21750,brazilian
11344,southern_us
27945,mexican
37025,mexican
789,indian
25084,mexican
6024,italian
14741,thai
20468,italian
26963,thai
1451,moroccan
27745,jamaican
31347,japanese
46592,french
38107,southern_us
5987,french
1808,southern_us
23783,indian
28618,moroccan
36764,thai
11326,korean
3020,mexican
24326,indian
34002,southern_us
11499,french
9268,moroccan
49368,mexican
44720,italian
13127,chinese
34494,moroccan
48382,indian
18585,southern_us
40052,italian
46321,mexican
49561,mexican
9453,cajun_creole
19555,mexican
17833,japanese
10196,cajun_creole
35996,chinese
22530,french
44176,spanish
2669,russian
10896,italian
7343,mexican
46255,italian
27043,greek
20998,indian
12357,italian
36339,korean
45086,italian
37690,italian
37829,greek
3537,vietnamese
5150,italian
13,chinese
44579,indian
8749,indian
131,italian
44306,cajun_creole
19202,indian
21300,japanese
27286,italian
18297,mexican
4388,french
22234,indian
7359,indian
39947,mexican
6855,southern_us
46057,southern_us
33950,mexican
36009,southern_us
23732,spanish
21316,italian
32806,vietnamese
34343,italian
11973,vietnamese
2380,cajun_creole
30667,thai
42364,british
30258,italian
34109,chinese
5265,japanese
123,southern_us
12498,brazilian
23713,italian
25176,japanese
28576,southern_us
32563,southern_us
38829,italian
3835,indian
1960,greek
43991,french
45136,cajun_creole
41554,indian
10118,vietnamese
43827,greek
32583,cajun_creole
31949,southern_us
23574,french
28211,italian
21793,brazilian
25914,italian
34735,mexican
26071,mexican
9476,cajun_creole
29443,japanese
16966,italian
6457,cajun_creole
25882,southern_us
48390,italian
28356,french
15699,southern_us
2090,greek
4686,indian
27937,korean
25560,vietnamese
38937,greek
48670,jamaican
2547,mexican
17442,greek
28669,mexican
4410,british
36917,italian
46755,southern_us
25321,mexican
47019,chinese
33077,mexican
11593,vietnamese
44295,korean
46632,french
18503,greek
29030,mexican
32516,indian
35128,irish
41715,italian
49185,moroccan
35517,thai
13909,mexican
36886,mexican
29304,indian
29577,thai
24570,italian
29466,indian
10724,vietnamese
30026,chinese
37133,indian
29346,southern_us
32871,indian
46420,italian
29083,vietnamese
4402,french
15877,irish
33448,irish
3541,southern_us
27704,british
28658,indian
23793,mexican
11040,spanish
28419,italian
37086,irish
13965,mexican
28674,french
5645,russian
20756,spanish
15548,indian
14495,chinese
11989,indian
47482,british
14101,korean
1289,irish
49473,southern_us
39161,italian
14452,italian
31489,french
15599,french
28440,chinese
33624,italian
24090,indian
16137,southern_us
4819,chinese
1377,italian
47636,southern_us
25907,japanese
35894,mexican
20315,brazilian
27199,southern_us
34055,mexican
26938,cajun_creole
5734,indian
32241,southern_us
2163,italian
20340,southern_us
6278,indian
49404,greek
36731,french
29165,italian
24932,french
6591,italian
14644,thai
43518,british
28979,british
45821,mexican
26627,korean
39139,spanish
3026,italian
13204,japanese
762,italian
28036,italian
46514,mexican
34536,cajun_creole
36484,southern_us
5676,japanese
13715,chinese
43019,french
2471,mexican
34065,chinese
39362,mexican
4987,japanese
28414,southern_us
8710,indian
6610,mexican
28847,mexican
10560,mexican
32993,brazilian
16912,mexican
35262,japanese
46936,mexican
14553,indian
17471,cajun_creole
22897,spanish
2789,indian
3897,greek
22751,japanese
16566,italian
23033,italian
30500,cajun_creole
13018,italian
13077,filipino
9177,italian
16012,italian
5293,french
35451,mexican
5591,greek
44443,italian
36811,indian
7031,korean
11475,french
5556,chinese
33728,chinese
46703,greek
41776,italian
4099,cajun_creole
4251,greek
29381,southern_us
30300,cajun_creole
27494,japanese
48254,moroccan
32789,indian
44569,mexican
44160,mexican
18762,mexican
23808,spanish
11875,french
35843,mexican
4948,french
34713,spanish
8352,cajun_creole
28407,thai
3506,mexican
44338,moroccan
38464,japanese
1139,mexican
12287,thai
27031,vietnamese
42153,chinese
42686,italian
44415,filipino
10072,italian
8618,mexican
14153,mexican
23825,french
21440,mexican
13366,italian
24979,cajun_creole
33437,italian
4864,vietnamese
33017,mexican
15122,cajun_creole
42731,jamaican
8281,french
2812,japanese
30683,french
24249,mexican
12169,thai
28629,brazilian
32774,irish
15181,japanese
44314,southern_us
37583,southern_us
28069,indian
33503,french
24015,italian
39333,southern_us
13414,greek
4855,indian
6512,spanish
21974,jamaican
9062,chinese
6243,thai
10675,british
35788,italian
37372,italian
28810,french
23045,french
21296,chinese
33484,brazilian
30045,french
17354,italian
30061,greek
41671,mexican
13160,greek
43260,spanish
43992,japanese
16117,southern_us
30403,thai
37331,french
5456,chinese
26893,italian
44470,greek
38130,japanese
9361,chinese
19320,korean
3545,indian
25778,japanese
34074,irish
34216,french
38817,italian
20749,cajun_creole
31535,italian
2052,french
18186,vietnamese
49595,southern_us
47592,italian
26011,japanese
23403,filipino
8005,mexican
19517,indian
10157,mexican
47071,mexican
22469,japanese
26224,chinese
29482,thai
8227,italian
12580,italian
26385,southern_us
49610,irish
6446,irish
1766,irish
19538,mexican
44811,indian
16844,greek
28777,italian
28282,japanese
15025,chinese
35345,brazilian
21527,cajun_creole
26997,indian
40454,korean
2828,mexican
18980,italian
13604,spanish
9911,spanish
49684,japanese
5056,southern_us
2990,mexican
32016,chinese
37476,southern_us
33761,mexican
20280,italian
19266,french
17492,french
29376,greek
39788,cajun_creole
606,mexican
28514,italian
8497,jamaican
14688,indian
6514,italian
22222,irish
40303,chinese
23173,italian
26842,greek
38197,chinese
6680,mexican
11165,southern_us
10077,chinese
10703,cajun_creole
32046,southern_us
40961,indian
35596,southern_us
1653,mexican
3886,cajun_creole
14121,greek
36351,mexican
32915,italian
5386,mexican
40215,cajun_creole
183,italian
24641,italian
47715,indian
34390,mexican
712,cajun_creole
12535,korean
49435,spanish
30517,italian
3489,indian
1636,jamaican
30044,chinese
24095,italian
22105,cajun_creole
24627,mexican
38840,italian
9246,italian
32088,french
38769,italian
5657,italian
15325,thai
28603,japanese
42188,indian
30446,indian
1757,italian
32710,cajun_creole
2136,brazilian
27690,mexican
35074,italian
48873,moroccan
39277,french
28708,japanese
45762,italian
37933,cajun_creole
4491,cajun_creole
35597,mexican
15163,french
25745,mexican
49614,chinese
41946,cajun_creole
6372,indian
39604,irish
42983,southern_us
19983,japanese
21892,southern_us
20647,italian
47368,southern_us
3557,french
41749,thai
31498,cajun_creole
19271,thai
15640,italian
26181,mexican
22491,italian
31939,russian
35961,cajun_creole
9811,mexican
40599,indian
40190,cajun_creole
16581,indian
22637,french
37123,greek
36020,mexican
2226,chinese
43012,cajun_creole
13134,italian
18749,japanese
1692,italian
10138,moroccan
25235,italian
13955,italian
42655,italian
12415,italian
7502,indian
27394,chinese
44210,southern_us
5331,mexican
25173,french
48988,mexican
20735,cajun_creole
22048,french
27644,irish
43242,japanese
28368,mexican
2429,greek
25477,mexican
30938,italian
29877,italian
30451,korean
48987,chinese
17989,filipino
13439,cajun_creole
33444,greek
38794,filipino
37227,french
39679,moroccan
34234,mexican
38038,mexican
7274,indian
18018,italian
11450,irish
48160,mexican
21288,mexican
34704,jamaican
46684,italian
7049,southern_us
9116,russian
22485,italian
6346,italian
40269,spanish
35850,mexican
1429,filipino
19739,italian
38972,italian
39570,italian
43463,mexican
21757,japanese
36070,southern_us
40550,mexican
22914,southern_us
15074,mexican
41576,japanese
46372,cajun_creole
8751,italian
47378,thai
21143,mexican
3818,indian
48486,italian
23388,japanese
37216,southern_us
13142,italian
828,southern_us
18468,italian
25554,french
9863,chinese
12771,indian
3066,french
35442,mexican
25696,vietnamese
38136,cajun_creole
35825,cajun_creole
28933,italian
34629,indian
22169,chinese
7028,french
37204,mexican
16980,brazilian
27356,mexican
11736,cajun_creole
1632,cajun_creole
1073,french
8236,italian
42866,mexican
30904,japanese
35258,southern_us
17290,mexican
35929,cajun_creole
46072,japanese
46763,mexican
47664,mexican
45625,russian
31177,moroccan
33941,indian
12272,spanish
48146,mexican
11812,mexican
42795,southern_us
14372,italian
2964,thai
9236,french
18992,indian
30902,mexican
30939,british
20108,japanese
6562,italian
46412,mexican
8034,cajun_creole
37521,thai
46651,french
32493,japanese
3251,southern_us
31825,southern_us
2676,french
32140,southern_us
5326,mexican
38240,indian
45874,italian
17253,british
25292,japanese
48666,french
49278,mexican
47903,mexican
42062,british
27885,moroccan
21229,italian
47629,cajun_creole
16695,cajun_creole
5355,french
45369,mexican
25736,italian
29882,italian
38900,indian
1508,japanese
2526,mexican
16563,spanish
49060,spanish
31448,mexican
36746,southern_us
1280,greek
41950,thai
25948,irish
35444,thai
2881,chinese
44080,italian
4446,spanish
47106,irish
15521,japanese
44359,mexican
48967,mexican
1599,french
44514,chinese
7140,southern_us
27656,japanese
35581,french
6359,filipino
41639,italian
42680,mexican
31520,chinese
47846,chinese
7993,moroccan
2996,indian
27737,indian
27427,indian
3734,chinese
44673,jamaican
43924,french
18628,irish
3596,mexican
37666,italian
14633,italian
36259,indian
19752,mexican
16697,mexican
9550,mexican
20813,vietnamese
34356,indian
3583,italian
14148,southern_us
28329,vietnamese
166,spanish
12368,french
32261,southern_us
35306,southern_us
1414,southern_us
45051,indian
20767,japanese
23450,thai
404,mexican
527,mexican
25416,southern_us
25409,chinese
34603,mexican
20266,korean
9513,italian
7794,british
19429,japanese
11328,indian
49242,chinese
40411,french
46424,chinese
1634,mexican
47221,chinese
3963,vietnamese
15515,thai
6735,mexican
41899,jamaican
36222,italian
24468,italian
9876,jamaican
33614,southern_us
42279,mexican
46846,spanish
34711,spanish
39556,thai
1064,chinese
30080,italian
6076,mexican
5670,italian
44525,southern_us
19743,cajun_creole
36205,mexican
9030,indian
39755,french
39434,italian
37803,thai
30053,vietnamese
11661,mexican
17918,greek
44237,thai
38536,spanish
47369,japanese
6108,southern_us
16807,indian
41329,british
33582,italian
9570,korean
47129,mexican
14268,mexican
8395,greek
38977,japanese
22716,moroccan
25753,italian
12018,southern_us
31659,japanese
21149,japanese
10328,southern_us
33585,thai
29192,british
46733,japanese
12887,mexican
24354,chinese
39237,mexican
19430,mexican
39895,filipino
34566,southern_us
17889,southern_us
40652,italian
31395,irish
35908,italian
18341,mexican
17745,southern_us
40560,mexican
25097,mexican
31430,korean
25484,italian
43668,vietnamese
2184,irish
12106,mexican
25747,italian
11423,italian
22403,southern_us
2880,chinese
15445,mexican
9825,korean
31607,italian
9341,indian
2406,italian
28466,italian
8619,mexican
16097,mexican
11652,italian
16852,indian
29111,british
33602,cajun_creole
35,italian
47741,japanese
39820,chinese
25332,chinese
5720,cajun_creole
19634,chinese
34851,irish
14117,indian
12195,mexican
33665,italian
46228,filipino
15964,russian
47502,british
41865,indian
46055,italian
8863,vietnamese
48658,southern_us
42251,italian
33164,japanese
24526,indian
39431,thai
3893,french
34175,mexican
6727,italian
17230,japanese
24579,vietnamese
15873,russian
3703,italian
27030,japanese
9149,spanish
16152,mexican
49665,southern_us
27036,indian
8341,italian
30384,southern_us
32883,southern_us
29047,italian
31964,southern_us
7011,mexican
46301,mexican
3495,filipino
11949,italian
975,moroccan
15529,mexican
15372,korean
5176,indian
13631,italian
42028,japanese
4936,chinese
26471,cajun_creole
43833,italian
47933,moroccan
38373,french
5780,vietnamese
46303,mexican
27308,mexican
10340,italian
48900,italian
876,italian
10446,japanese
15082,mexican
31706,italian
24885,italian
34944,filipino
7917,french
5923,brazilian
44272,british
41074,french
381,southern_us
16053,italian
37470,italian
23027,italian
42078,vietnamese
13183,mexican
14828,french
15394,thai
46300,brazilian
38963,russian
679,indian
34558,french
31528,italian
45629,spanish
5034,cajun_creole
35031,mexican
13237,mexican
42339,mexican
3911,italian
20409,indian
24741,french
18381,spanish
7572,mexican
24226,italian
19945,italian
31809,italian
17903,chinese
48664,mexican
14122,cajun_creole
3175,french
3403,greek
11062,irish
16629,indian
11349,french
14353,vietnamese
25633,brazilian
11424,southern_us
36024,italian
7151,italian
12777,brazilian
34289,southern_us
13904,italian
40792,cajun_creole
11649,italian
227,british
10396,mexican
6559,thai
14195,italian
21511,southern_us
431,italian
5651,italian
20754,thai
24905,indian
16731,southern_us
9006,italian
43909,french
28526,chinese
31141,jamaican
39787,italian
35320,mexican
25077,italian
2902,irish
34305,italian
6174,italian
24695,mexican
12211,cajun_creole
13227,filipino
728,mexican
21635,southern_us
14011,italian
